B000087BJ4	A8FJHPCMKR28F
B00008DF6C	A3TI8LVXD6BDPC
B00008DF91	A2Z1NTZ1Z2P2NE    A2CIQ6MMMTN11L    AKVJ3H4BKFGP0    A3AO4LTI1USQ9X    A14BAM6KBGBWJ2    A3K8M45H5VLJP5    A2897AVXJCJPM2
B00008DFR5	A1818MQS73JMXK    A14AZ5HGGKQNYE    AHMXKDXYD62PG
B00008JOL0	A3THEEZ55XYMJ6    A2J0OLC480HANP    A3L5QAAH3J5AKY    AFO5O26ZO244A    A4QXRLFVZN03N    A3MF5Q9IHZR6IY    A37U44QN3A3DJN    A2QMLMOW5EWIT1    A37DO0IU5BQFI0    AWOR961LMDUIF    A1IEBBUWZLDAMG    A26BD51Y65NHYD    A2M3UKQOZ8KAXM    A2ELAV6CA8YV2U    AR32T3627EWQ0    A2R5CUTW2NJ3G    A3BUWPGBC82ZB    A1FU4FSNSY6TC1    A19ZYLDE9R5P9U    A2DCI6IKY95SK    A3R9XUPGNQBAYO    A3CSMZHHBRR78G    AGC5NYST4ENL0    AR0XHWS2E4RH1    AXQZ4YBPIPPWK    A3KE2IZBBFPS9I    A3JVXOABAHIYJ1    A3HHLRVCGQW0L7    A3HPCRD9RX351S    A1197LF9EXNHL6    AY50S2HZHQO2Q    AY50S2HZHQO2Q    A2GI9IQ250Z7MP    A1A91RBJ20W9YR    A8L8RG07ATZS3    A4QXRLFVZN03N    AZQGO12374I6C    A3SUL12GP5Z4T6    A4WDWH96JRMY7    A3GAGLISITQ9G2    AJCD8LHBUHYGK    A3HAQV2M65O94P    A2U96I2S1ESPUR    A21OQC78QA2X4Q    AS5VIFYZBZTSA    A31X839XCZ3WE9    A4S3DOXXC21EZ    A19Y7E7MOXGQ0N    A2QWZCNQ19F1IX    A1EYQ4OF7U9OR2    A1897SFA1TT0RI    A1BHJYY5BE2QQE    A2PRVTLJRLKRSU    AYGECESRGF4YB    AVYA8HEXE3KBE    A1CHGTRMYYPT0    A2TILBAMEDW11X    A3QZ6JT0R1OWEC    AC3QOMD3KVN9N    A3P2GVYTV0GYL1    A34BRSDS9MJXTZ    A211QKA2RLZ4MI    A2B9GVKFAI76XS    AVEZ6Y6JZRRY    A3BUTOVBGZ5O5O    ALX25I4EXPC3O    A36GWNTXO6O2ZW    A38RDZ7AXT6XIB    A28YBV7OYX53KQ    A2XRIHZ31GHAAV    A3MFMHS8LI7EVU    A1JDN4KOD1K2C    A2UCW51SBU4ANR    AJ2NDSK7275CX    A3DYWO71NZSMXW    A3MGVBGYQAZ7PA    A1W2F15YRW36XF    A83B9VHDK2FE6    A2VFMVEEMW5BPY    A143QG81H8UZCR    A2B5AY21GY7QT5    A1CQ60QX1ELWAZ    A1WSMYIW8APC5C    A30VBNKEJGIGFW    A2I0RIEZXAFS5O    A1LCW97DA05770    A2CA0V9J9SZZYR    A2XPBTZZ4I080R    A1F6BQO4NH3RCZ    A2N19WG3ZA01N6    AP739FQOMD57    A8CZNLAX7VB49    A3W37DL6P9WZHC    A20I3O06OYQB5J    AI3NIXB0V5N2C    A1B73WBT0EUCSO    A29YWBRG0JI9XM    A38HEUO5UNMLBE
B00008MOJ2	A6LGHKOAWJFBA    A4GSQJBIIWK5I    A15HYGKW29MS3M    AVXXTIN8ARYYN    A1KDNDBOWJ7MD4    AVYV7GG3JUKT3    AOK8CDMMI4GOE    A2FARFFX86JKH5
B00008O36H	A3MX63FHISNPQ3    A37CN7RDTBTTAR    AKZKG2Z7CNV27    AOBBN2Y5RSGBQ    A2NY4CIN9LXH9Q    A2M9PWAYQIYD0B
B00008RCMI	A284C7M23F0APC    A19E94CF5O1LY7    A3AKWA5CWSKOOH
B000093HOV	A38Z6AXXVW5EWR
B000096O8Y	A22AWYOE96I4M3    A34RGWJ50X1JRG    A3Q77WO09OGKYZ    A2KED5VKPMB7L6
B000096OIV	A1080SE9X3ECK0
B00009OLE2	A3H0Z8E1A16CU9    A39OJCY7G1WN2K    A269DRSXZX584J    A1EHRN5VMHTC60    A2JVIPFQZCSD93    AH1UWMIGT56YX
B00009OLEW	A3PNYB7V6PF4QT    A1GU8HGNWU3A7U
B00009OLFC	A1X85LR0DOAL3C    A15W4HUB8F7ZKE
B0000A0BS8	A1IU7S4HCK1XK0    A23GFTVIETX7DS
B0000AH3OX	A3OT1JDPXNIT0R    A3CVG5KU97HKE5
B0000AH3QT	A1V6XQF2X8RHXH    A3VCOOQI427QJS
B0000AH3QW	A1P80DQ1QCO68Q    ASIAG7SXINSBI    A2BQVSMXEQP8RL    A1DNA1EX759JPY    A8VBH2P93IPI3    A3K1DG3EGFTPIP    A1MC6BFHWY6WC3
B0000AH3RR	A2QQKBTAOHICHS    A2ZBDYDX9ENYP4    A1L9E4OA926W9B    A17VY9AQUFIXMW
B0000CDBRH	A3AZ825RXFR24K    A2JX0ZYT4QC7OR    AG8IUED9YEQZ5
B0000CDBRJ	A2UVYJXK9DSGR    A17U4B8TMIO3V4    A3KXH2Z1I9YHIG    A153QS7QGCGBBT    A3HZ205ZDPP2Z0    A1FRKRUFEEJWIT    A1UMSBY8790OFX
B0000CDBRP	AHDOV721XZ7DG    A2D2LFE4ZQJDK6    A2USKG8N6F43AR    A281V1UH0CYEA1    A3C7C3W0BPD97E    A253F3QA4WHGXU    A3LPOLHAIX5TQR    A15LVXQI2YXB4Z    AAJOCENC0Y33F
B0000CDBRV	AV0W830C84055    A8JEBW0IPZSZG    A1OSI45BV8CEWX    A23YVDFM3ENXQW    AEYPKIVUCL7D4    AKE30C41GDAAS    AMX1OFA2EV1BD
B0000CDBRY	A3VFFBBDQ8E6TM    A23JL9SHTJIKZT    A3PLR0MF3ZU141    A253F3QA4WHGXU    AVYJX4FYVF00A    A1MUCR6OGBLH8Y    A1XL8WOEFCS1J1    A3C7U0DJHLBHZ3
B0000CDBRZ	A1MUCR6OGBLH8Y    A253F3QA4WHGXU    A3VFFBBDQ8E6TM    A3C7U0DJHLBHZ3    A1XL8WOEFCS1J1    A23JL9SHTJIKZT    A3PLR0MF3ZU141    AVYJX4FYVF00A
B0000CE29E	A1JWLVU5DAG7ZV    AH7UGNCCW87C4
B0000CEOKH	A25U9LVNPNXLL1    AIGFUYQ4102YS    A2E9GOKCA7RNYL
B0000CEPDP	A2C2XTIZ0DW5J8    A26U9LZAPR278X    A1FZC2TYC0S4JA    A4OJJRWLKIK4W    A1YFDL747B1IDF    A1Y88YTXII2S69    A75GTS4LSHQJ7    A4ZZXNFS8CTVY    A10WITMMFIPEAU    A3Q2LCJ8EGSK7F    A1TK60OLOX4MAX    A24NW6WTRAX06P    A3HLGRBAQ6NMRJ    A1DK02TFAZPTFU    A3H7F3S6RH5U5G    ATXMJI7XXAPXS    AJSG0KVH23656    AUVV698SFLCC8    A2ISP6CWB576J0    A2Z1NTZ1Z2P2NE    A2O77RCNU6MC89    A3UHFQT4E3R2D3    AD4VHY9VARX1K    A17W36X7XYEG0N    A35JRIJBS8IQQG    AE215U7X58H1J    A1BU98PLPBIFY5    AD8ZKD2Q9J6P    A2GJITPEQFS0PQ    A3TV8D8LX1BRUR    A1BG1FOKGUQO6B    A15FAO4BUDJ22A    A31NETC15PE47W    A1RZQ442D34GK    A3ENPR1P4CL1WX    A3FFRU8SMWP3NI    AMGAMWSPHMJXD    A3T54IW5C3QSXR    A12DQUAJN9QH23    A291MY75RUG87P    A1GOOV5DJHZGYL    A1LRGSBEQIHBLT    A36JRCTV43RT4W    AI916D0MKIORR    A3D6UBXGLN4I3T    AP1PRDDVK831N
B0000CERHH	A126F7OK2T4JUX    A29VLI9PBSO927    AOJ6IGSCY7SO9
B0000CERPU	A3R9H6OKZHHRJD
B0000CERXB	A17XZ3BLTBJ9JL    A31TUNLVC933PA
B0000CERXU	A3SSIVUOQWPC3Z    A17XZ3BLTBJ9JL    A12LG1RWN9OABS    A1L5YY31PAKLVO
B0000CERZK	A1QXG5ARWOV41O    A20QETTR8VAVW1    AJ37ZHM9OJK2R    A1G06U7UMY0Z66    A116B31J5Q9FTA
B0000CGE3G	A2CZCAFE1GBA5L    A23BBZOSGYF8LO
B0000CGE3R	A2E0VRQ9ERB2V6    A37I99GFZ1B6YO    A6DD2XSYBTPVN
B0000CGFCD	A7LGU8TZYQNDU
B0000CGFSC	A1YUL9PCJR3JTY
B0000CGFV4	A3LSUKN4IFS6VD
B0000CNU18	AYPFT2ILU5XK6    A1UCVGGLZZUCIR
B0000CNU1A	A2A1RGYVJG41AD
B0000CNU1J	A1OWK80YIEFWOD
B0000CNU1O	A3GTL2TDZWP61Z
B0000D15S0	A2AQ8BSVDR3CD4
B0000D1699	A20U1WREF776C9    A1FSL1RKHDL2Q0
B0000D17FW	AFLW1C6ZPCJZD
B0000D18YP	A2KP5XT9RG0ZRZ
B0000D89R5	A3D8MUVYDQD5HB    A3DGFOG6KMKYSC    A1D8BLKUIZLVQ2
B0000D8DI0	A8DMQT6S54CZR    A1UXN8WXFR6068    AMUDVWFGRM18Y    A3O38HZD05ZXKE    A2M4U5L2AW8PKF    A22H0NAS6G66ZI    AHTWQSOY6HTJI    A1T4G3GNXXQ6WS
B0000D94OW	A2QWNAQVM0CQX8
B0000D94PU	A1YUS3CIEEBDCQ
B0000D94SZ	A2R91PG1XPNO0B
B0000D953W	AL541XC7589P6    A2M1HM0DKXK9PK    A1RLLTUBCFQV22    A354WMCHLMKYVX    A2UPDI3ZQ4GRXA
B0000D9589	A3BREI4Q5LV3S7    API2W2TG7P8QT    A12RKPGSZ2TD0N    A3JVOCWTHVVVCD    AJBVY9K7D1AZ4    A15WSQFDTKGGDH    A2FNET64LIBBC5    A2FYLX6Z93M9VY
B0000D958O	A2S1OTZK6OKPBN    A12RKPGSZ2TD0N    A2YDJARD9Y9R2J    AU0A69I7CGRF8    A2OS3TIVAKUAHG    A10V78JKUCMTM    A1G6CHEWPCFK44
B0000D9MT2	A2V7L3EZ9JJVZK    AOV5BX24NBV29    A39I21TT09B76A
B0000D9MTS	AJNF1OAN2K6R7    A1MLPUGBUFUWEQ
B0000D9MVD	ALHLA8UE7JFQT    A3CSCOY5D5IWLO
B0000D9MVT	A3FTYUJMPW4L8E
B0000D9N35	AI8Y38M1Z3OCY
B0000D9N3M	A1TP9R3J6NGLF3
B0000D9N7U	AKJ6GA151W2X    AQFIH82DRPMW    A1ZWK9CSWI8GFJ    A181M6AAPZP3JM
B0000D9NCK	A1L8WAX3G0ZWTZ
B0000DC2TW	A6J2AA6HFVSZR
B0000DC5IY	AGYZZ3QXV9S8    A3GKE33FI1QKA
B0000DCWW5	A100ZQDV7L8PVV    A1C3M7C714V7K
B0000DCWWB	A2Y1UOFFUKOKM2
B0000DCWWI	AAHFNMLNIG6OP    AEJV63UDHNK0D    A1E37DNGUC3GCI    A169DNROT1Y5V5    A2YBJUE0DUJLWF
B0000DCXG0	A1USG909S02BGK    AV3Q7OB989664    A35TVXU1H4PE69
B0000DD8O9	A1OWMC9ZY109QC    A3D39RBIGANWRS
B0000DF3H3	A1ZYN9TDMT3EA
B0000DG4E7	AKGU8WRO7J44Y    A1C7GGCKGJND6P    A3ULBGEVM4NCPB    A1YWOVC7FBAI5W
B0000DG4M5	A12TW9EMUW22A4
B0000DG4MK	ACDSR28ZBBGFQ    A2WHHLDZCT6IEC    A2DMGRJ7ERONFO    A1Q4MNIUESQTBM
B0000DG4ML	A3W06T65DEZ8CT
B0000DG4MO	A33NOHAHIZP8VF    A1R91I3D97CMYX    A2BMLTODXV79NB    A3BSW4VRGF5ZYL    A13PD81EKUMR7A
B0000DG4MS	A24FP9KQI0SDE5
B0000DG4MV	AXLB13LOPS1E2
B0000DG55B	A2TX4K4ZXFXHBX    A3D6OI36USYOU1
B0000DG55K	A39UOQWB7OKMVE
B0000DG55L	A3D6OI36USYOU1
B0000DG596	A2FN9XDTUHPIDV    ADVBT5T2710ZO    A2MNN64OG1WDVS
B0000DG59Q	A3DH4ZP2L236UW    A3NPCE3M8AMSBP    A1DH7UP51MRG9V
B0000DG5AA	A3D6OI36USYOU1
B0000DG5AE	A3D6OI36USYOU1    A3CPEHU50AUVYK
B0000DG5AG	A1BB2IOR5ZTEKZ
B0000DG5AI	A1TP2Q1FTB9WC2
B0000DG5AN	A2PV1544V6U9RG    ABS7APORE23NB    A1QMX9XDF722IJ    A1UY9F2ILA5455    AWL4H12C04NQ9    A3QT3YWO2CIJA0
B0000DG5AO	A1TCDA19DRCPLF    ALTRKGSO764IX    A3D6OI36USYOU1    A2ENJ55MV49PMX
B0000DG5AP	A3PJ55S49A3XB7    A1QK0IBW7ATM2Z    A2XGOMGWSHMGAN
B0000DG5AQ	ALSYGPNMPPQ9U
B0000DG5AZ	A2K11NKKO5C1QD
B0000DG5BO	AD2WKFU73ZYU    ASRA64GYX5WOQ
B0000DG6XV	A10LA2GA690GUX    A169G2DYSGDBEL    A3UQVM86UMVZP    A1GM5QG3LZGA97    A27U7T2WM4UKTW
B0000DGF5S	A1EUKT4PPNJUEI    A10O49Q7T73RFM    A2IEEL042D969L    A179CNT5QW1EIU    A1J43YJQBJL8KM    A33M5ORT10NJ1O    A3CLV8BZ7M6ULS    AQDTYG93O2WYO    A1Z27FUWC4YJVY    A3LB4GELNODPLI    ASZEZ9ZZ4V8JQ    A71TZ2GFTHBMW    A1Y05W1I9G19NJ    A3PLE3GYF6LWOD    A1M0QZ642UKWHA    AEU0TVTYJRUU4    A3HYTKKN1U6ZK1    AIXJYLRL58CMQ    A3TWTW4MZKTQXU    A3QLJ9W9UKU80T    A3230J3F9MLIQY    A1RS4MN4P00FKB    A3CDA2124UA53    A1VDSVBMEIOGC0    A35SI7HGBNEL4E    A1WRJXGR9ZBZBD    A1ZIDE5DQ5ARXS    A1QXOS95SGC3LP    A1QU1YOTW6XKJQ    A6QNOWZVSSD97
B0000DGG22	A7IKOAH6M8WAC    A2J4F85VAOBFEN    A2WA8230EWIS8T    A12QW86BSC53R2    A21KFW8VYA2K49    AGKUW5GIDYSG2    A39VU80432OFZG    AN6IJVJHJSJAC    A2B1QJNCJIJVXU    A1EESW4Y18B4F2    A31WBVYBJWN2AQ    A38L7P5IQE1786    A179D8LPMCGP9W    A1BWBGA5NVPGT7    A15CL28ALB7MTZ    A1TCFUQ2EABR9X    A1X8B4H5A5N8HB    A1RCVQDIOFP6PQ    A28KC4B68V1IS6    ANWFVMOO3HMHX    AG42CYU5P8NVQ    A33GIBE391Q4B8    A3BB5GXKNON9NQ    A1NQIZ3Q4FN59L    A3MDM0SUFB7BB9    A2RID6LR7JGN2S    APH2NHCKCTKKZ    A2D2TIL93IJW68    A2JXSQ9DUWD8O    A3PDASEC1MPNOI    A3UOH6YXUDBV0B    A1W3GOMXOSLF5A    A1HF565DR57V7A
B0000DGG4Y	A1HKHEP7IIWDYF    A217VHCONI17OQ    A7IKOAH6M8WAC
B0000DHXGI	A3QSVSA9S493AB
B0000DHZ3W	AZYS62CA5X6YZ    A2Z60PVKWFO3SW
B0000DHZT8	A11BC45G7HQ5XN
B0000DI0GG	A3AJGUB55SN4HP
B0000DID47	A32A0ZGV5I3962
B0000DID48	A15FWJHO4VIPJS
B0000DID63	A2VQ0AT68BVD6Z
B0000DID6A	A17HMM1M7T9PJ1
B0000DIEJ0	A2VJKSJQO9IKNW    A25U73JH573200
B0000DIPJA	A11NFVEZ2VOM72    A16GL6D9VF2QJW
B0000DIPJC	A2M4U5L2AW8PKF    A3QNQQKJTL76H0
B0000DIRZS	A33K3PCPDX2SL
B0000DISV2	AXRRXDH2OBOV9    A2PSFBKB9BYBXD    A2SBVXOOCT18KF
B0000DISV7	A33K3PCPDX2SL    AWQLOD58SLT3B    A1LFLGBRZCNDWS
B0000DIXKU	A2D00PGK07WZ6V    AFH1TOD05I4OI    A2YR0TP4FOB316    A28FOI6MGCPDU6    A2FVZ1G63YNCAL    A1OBAK593EO84L    AS6II72RRU3ZF    A3TSA8K0S4D8BI    A3956O40ZZYFMY    A2QOO4ZGX434C4    APM6I43L5S5RZ    A2VJ7TPQUTP2PQ    A3ERWDQWY7CUH8    A1UXW68QYAYEM1    AQYUQ4HRHWYZD    A31XP0OXGRR7C6    A12I5VI55N7H1B    AII0ML6WJW3VP    A2C067TGWJ7RE4    AA5CLVZJ473GK
B0000DIXL4	ATWCXMRME6DR0
B0000DJ87O	A2ZLOGO7IQ025K
B0000DJ87Q	A2ZLOGO7IQ025K
